2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01 2.049e-01
2.060e-01 2.060e-01 2.058e-01 2.058e-01 2.060e-01 2.058e-01 2.060e-01 2.060e-01 2.060e-01 2.060e-01 2.060e-01 2.060e-01 2.060e-01 2.058e-01 2.060e-01 2.058e-01 2.060e-01 2.060e-01 2.060e-01 2.058e-01 2.058e-01 2.058e-01 2.058e-01 2.060e-01
2.064e-01 2.064e-01 2.064e-01 2.064e-01 2.056e-01 2.064e-01 2.064e-01 2.064e-01 2.064e-01 2.064e-01 2.064e-01 2.056e-01 2.064e-01 2.064e-01 2.064e-01 2.056e-01 2.064e-01 2.064e-01 2.056e-01 2.064e-01 2.056e-01 2.064e-01 2.056e-01 2.064e-01
2.110e-01 2.110e-01 2.091e-01 2.110e-01 2.110e-01 2.091e-01 2.091e-01 2.110e-01 2.110e-01 2.110e-01 2.091e-01 2.091e-01 2.091e-01 2.091e-01 2.091e-01 2.110e-01 2.110e-01 2.091e-01 2.110e-01 2.091e-01 2.091e-01 2.091e-01 2.091e-01 2.091e-01
2.114e-01 2.114e-01 2.114e-01 2.114e-01 2.114e-01 2.114e-01 2.123e-01 2.114e-01 2.123e-01 2.114e-01 2.114e-01 2.123e-01 2.114e-01 2.114e-01 2.123e-01 2.123e-01 2.123e-01 2.114e-01 2.114e-01 2.123e-01 2.114e-01 2.123e-01 2.114e-01 2.114e-01
2.120e-01 2.127e-01 2.127e-01 2.127e-01 2.127e-01 2.133e-01 2.127e-01 2.127e-01 2.133e-01 2.127e-01 2.127e-01 2.127e-01 2.133e-01 2.120e-01 2.133e-01 2.127e-01 2.133e-01 2.133e-01 2.127e-01 2.133e-01 2.133e-01 2.133e-01 2.120e-01 2.127e-01
2.801e-01 2.801e-01 2.765e-01 2.889e-01 2.801e-01 2.801e-01 2.801e-01 2.889e-01 2.765e-01 2.765e-01 2.765e-01 2.801e-01 2.801e-01 2.801e-01 2.889e-01 2.801e-01 2.765e-01 2.765e-01 2.801e-01 2.765e-01 2.765e-01 2.801e-01 2.801e-01 2.889e-01
2.277e-01 2.379e-01 2.379e-01 2.379e-01 2.277e-01 3.041e-01 2.277e-01 2.277e-01 3.041e-01 2.379e-01 2.379e-01 2.277e-01 2.379e-01 3.041e-01 2.379e-01 2.277e-01 2.277e-01 2.277e-01 2.379e-01 2.379e-01 2.379e-01 3.041e-01 2.379e-01 2.277e-01
3.911e-01 4.118e-01 3.911e-01 3.638e-01 3.904e-01 3.904e-01 3.851e-01 3.904e-01 3.851e-01 3.638e-01 3.911e-01 3.851e-01 3.904e-01 4.118e-01 3.911e-01 4.118e-01 3.904e-01 3.911e-01 3.911e-01 3.911e-01 3.911e-01 3.911e-01 3.904e-01 3.911e-01
3.541e-01 3.976e-01 3.182e-01 3.308e-01 3.182e-01 3.182e-01 3.458e-01 3.458e-01 3.458e-01 3.182e-01 3.182e-01 3.209e-01 3.308e-01 3.308e-01 3.308e-01 3.541e-01 3.209e-01 3.182e-01 3.308e-01 3.182e-01 3.182e-01 3.209e-01 3.209e-01 3.209e-01
4.472e-01 4.110e-01 4.110e-01 4.007e-01 4.176e-01 4.593e-01 4.176e-01 4.603e-01 4.176e-01 4.603e-01 4.176e-01 4.277e-01 4.110e-01 4.472e-01 4.176e-01 4.007e-01 4.472e-01 4.110e-01 4.007e-01 4.472e-01 4.593e-01 4.110e-01 4.176e-01 4.593e-01
7.252e-01 7.064e-01 6.659e-01 6.277e-01 6.277e-01 7.252e-01 7.171e-01 7.064e-01 6.659e-01 7.226e-01 8.311e-01 6.659e-01 7.171e-01 7.171e-01 6.659e-01 6.659e-01 8.311e-01 8.311e-01 6.277e-01 8.346e-01 6.277e-01 6.659e-01 7.064e-01 6.659e-01
7.431e-01 7.810e-01 7.401e-01 7.204e-01 6.768e-01 7.204e-01 7.810e-01 7.204e-01 7.810e-01 7.433e-01 6.768e-01 7.810e-01 6.881e-01 6.881e-01 7.204e-01 7.096e-01 7.204e-01 6.881e-01 7.810e-01 7.401e-01 7.013e-01 7.618e-01 7.096e-01 7.013e-01
6.855e-01 6.078e-01 7.686e-01 6.078e-01 5.741e-01 5.741e-01 6.074e-01 6.078e-01 5.741e-01 7.686e-01 7.686e-01 6.998e-01 6.074e-01 5.741e-01 6.998e-01 6.074e-01 5.741e-01 6.855e-01 5.741e-01 7.431e-01 7.431e-01 5.741e-01 5.741e-01 6.078e-01
7.191e-01 8.947e-01 9.362e-01 8.826e-01 8.947e-01 6.639e-01 8.432e-01 6.639e-01 7.504e-01 9.261e-01 1.009e+00 8.331e-01 7.191e-01 6.639e-01 8.432e-01 6.616e-01 8.826e-01 9.261e-01 6.616e-01 9.362e-01 9.362e-01 6.616e-01 6.973e-01 7.191e-01
