8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01 8.889e-01
8.900e-01 8.900e-01 8.898e-01 8.898e-01 8.900e-01 8.898e-01 8.900e-01 8.900e-01 8.900e-01 8.900e-01 8.900e-01 8.900e-01 8.900e-01 8.898e-01 8.900e-01 8.898e-01 8.900e-01 8.900e-01 8.900e-01 8.898e-01 8.898e-01 8.898e-01 8.898e-01 8.900e-01
8.903e-01 8.903e-01 8.903e-01 8.903e-01 8.896e-01 8.903e-01 8.903e-01 8.903e-01 8.903e-01 8.903e-01 8.903e-01 8.896e-01 8.903e-01 8.903e-01 8.903e-01 8.896e-01 8.903e-01 8.903e-01 8.896e-01 8.903e-01 8.896e-01 8.903e-01 8.896e-01 8.903e-01
8.950e-01 8.950e-01 8.931e-01 8.950e-01 8.950e-01 8.931e-01 8.931e-01 8.950e-01 8.950e-01 8.950e-01 8.931e-01 8.931e-01 8.931e-01 8.931e-01 8.931e-01 8.950e-01 8.950e-01 8.931e-01 8.950e-01 8.931e-01 8.931e-01 8.931e-01 8.931e-01 8.931e-01
8.953e-01 8.953e-01 8.953e-01 8.953e-01 8.953e-01 8.953e-01 8.963e-01 8.953e-01 8.963e-01 8.953e-01 8.953e-01 8.963e-01 8.953e-01 8.953e-01 8.963e-01 8.963e-01 8.963e-01 8.953e-01 8.953e-01 8.963e-01 8.953e-01 8.963e-01 8.953e-01 8.953e-01
8.960e-01 8.967e-01 8.967e-01 8.967e-01 8.967e-01 8.972e-01 8.967e-01 8.967e-01 8.972e-01 8.967e-01 8.967e-01 8.967e-01 8.972e-01 8.960e-01 8.972e-01 8.967e-01 8.972e-01 8.972e-01 8.967e-01 8.972e-01 8.972e-01 8.972e-01 8.960e-01 8.967e-01
9.262e-01 9.262e-01 9.602e-01 9.719e-01 9.262e-01 9.262e-01 9.262e-01 9.719e-01 9.602e-01 9.602e-01 9.602e-01 9.262e-01 9.262e-01 9.262e-01 9.719e-01 9.262e-01 9.602e-01 9.602e-01 9.262e-01 9.602e-01 9.602e-01 9.262e-01 9.262e-01 9.719e-01
9.112e-01 9.217e-01 9.217e-01 9.217e-01 9.112e-01 9.874e-01 9.112e-01 9.112e-01 9.874e-01 9.217e-01 9.217e-01 9.112e-01 9.217e-01 9.874e-01 9.217e-01 9.112e-01 9.112e-01 9.112e-01 9.217e-01 9.217e-01 9.217e-01 9.874e-01 9.217e-01 9.112e-01
1.074e+00 1.094e+00 1.074e+00 1.047e+00 1.073e+00 1.073e+00 1.068e+00 1.073e+00 1.068e+00 1.047e+00 1.074e+00 1.068e+00 1.073e+00 1.094e+00 1.074e+00 1.094e+00 1.073e+00 1.074e+00 1.074e+00 1.074e+00 1.074e+00 1.074e+00 1.073e+00 1.074e+00
1.037e+00 1.080e+00 1.001e+00 1.014e+00 1.001e+00 1.001e+00 1.029e+00 1.029e+00 1.029e+00 1.001e+00 1.001e+00 1.004e+00 1.014e+00 1.014e+00 1.014e+00 1.037e+00 1.004e+00 1.001e+00 1.014e+00 1.001e+00 1.001e+00 1.004e+00 1.004e+00 1.004e+00
1.129e+00 1.093e+00 1.093e+00 1.083e+00 1.100e+00 1.141e+00 1.100e+00 1.141e+00 1.100e+00 1.141e+00 1.100e+00 1.110e+00 1.093e+00 1.129e+00 1.100e+00 1.083e+00 1.129e+00 1.093e+00 1.083e+00 1.129e+00 1.141e+00 1.093e+00 1.100e+00 1.141e+00
1.404e+00 1.386e+00 1.346e+00 1.308e+00 1.308e+00 1.404e+00 1.396e+00 1.386e+00 1.346e+00 1.401e+00 1.508e+00 1.346e+00 1.396e+00 1.396e+00 1.346e+00 1.346e+00 1.508e+00 1.508e+00 1.308e+00 1.511e+00 1.308e+00 1.346e+00 1.386e+00 1.346e+00
1.423e+00 1.459e+00 1.419e+00 1.399e+00 1.357e+00 1.399e+00 1.459e+00 1.399e+00 1.459e+00 1.422e+00 1.357e+00 1.459e+00 1.368e+00 1.368e+00 1.399e+00 1.389e+00 1.399e+00 1.368e+00 1.459e+00 1.419e+00 1.380e+00 1.440e+00 1.389e+00 1.380e+00
1.365e+00 1.288e+00 1.448e+00 1.288e+00 1.255e+00 1.255e+00 1.288e+00 1.288e+00 1.255e+00 1.448e+00 1.448e+00 1.379e+00 1.288e+00 1.255e+00 1.379e+00 1.288e+00 1.255e+00 1.365e+00 1.255e+00 1.422e+00 1.422e+00 1.255e+00 1.255e+00 1.288e+00
1.398e+00 1.575e+00 1.616e+00 1.562e+00 1.575e+00 1.344e+00 1.521e+00 1.344e+00 1.433e+00 1.606e+00 1.694e+00 1.512e+00 1.398e+00 1.344e+00 1.521e+00 1.342e+00 1.562e+00 1.606e+00 1.342e+00 1.616e+00 1.616e+00 1.342e+00 1.376e+00 1.398e+00
