1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01 1.299e-01
1.310e-01 1.310e-01 1.308e-01 1.308e-01 1.310e-01 1.308e-01 1.310e-01 1.310e-01 1.310e-01 1.310e-01 1.310e-01 1.310e-01 1.310e-01 1.308e-01 1.310e-01 1.308e-01 1.310e-01 1.310e-01 1.310e-01 1.308e-01 1.308e-01 1.308e-01 1.308e-01 1.310e-01
1.314e-01 1.314e-01 1.314e-01 1.314e-01 1.306e-01 1.314e-01 1.314e-01 1.314e-01 1.314e-01 1.314e-01 1.314e-01 1.306e-01 1.314e-01 1.314e-01 1.314e-01 1.306e-01 1.314e-01 1.314e-01 1.306e-01 1.314e-01 1.306e-01 1.314e-01 1.306e-01 1.314e-01
1.359e-01 1.359e-01 1.341e-01 1.359e-01 1.359e-01 1.341e-01 1.341e-01 1.359e-01 1.359e-01 1.359e-01 1.341e-01 1.341e-01 1.341e-01 1.341e-01 1.341e-01 1.359e-01 1.359e-01 1.341e-01 1.359e-01 1.341e-01 1.341e-01 1.341e-01 1.341e-01 1.341e-01
1.364e-01 1.364e-01 1.364e-01 1.364e-01 1.364e-01 1.364e-01 1.373e-01 1.364e-01 1.373e-01 1.364e-01 1.364e-01 1.373e-01 1.364e-01 1.364e-01 1.373e-01 1.373e-01 1.373e-01 1.364e-01 1.364e-01 1.373e-01 1.364e-01 1.373e-01 1.364e-01 1.364e-01
1.370e-01 1.377e-01 1.377e-01 1.377e-01 1.377e-01 1.383e-01 1.377e-01 1.377e-01 1.383e-01 1.377e-01 1.377e-01 1.377e-01 1.383e-01 1.370e-01 1.383e-01 1.377e-01 1.383e-01 1.383e-01 1.377e-01 1.383e-01 1.383e-01 1.383e-01 1.370e-01 1.377e-01
2.051e-01 2.051e-01 2.013e-01 2.135e-01 2.051e-01 2.051e-01 2.051e-01 2.135e-01 2.013e-01 2.013e-01 2.013e-01 2.051e-01 2.051e-01 2.051e-01 2.135e-01 2.051e-01 2.013e-01 2.013e-01 2.051e-01 2.013e-01 2.013e-01 2.051e-01 2.051e-01 2.135e-01
1.527e-01 1.601e-01 1.601e-01 1.601e-01 1.527e-01 2.295e-01 1.527e-01 1.527e-01 2.295e-01 1.601e-01 1.601e-01 1.527e-01 1.601e-01 2.295e-01 1.601e-01 1.527e-01 1.527e-01 1.527e-01 1.601e-01 1.601e-01 1.601e-01 2.295e-01 1.601e-01 1.527e-01
3.161e-01 3.368e-01 3.161e-01 2.888e-01 3.154e-01 3.154e-01 3.100e-01 3.154e-01 3.100e-01 2.888e-01 3.161e-01 3.100e-01 3.154e-01 3.368e-01 3.161e-01 3.368e-01 3.154e-01 3.161e-01 3.161e-01 3.161e-01 3.161e-01 3.161e-01 3.154e-01 3.161e-01
2.790e-01 3.225e-01 2.429e-01 2.558e-01 2.429e-01 2.429e-01 2.708e-01 2.708e-01 2.708e-01 2.429e-01 2.429e-01 2.458e-01 2.558e-01 2.558e-01 2.558e-01 2.790e-01 2.458e-01 2.429e-01 2.558e-01 2.429e-01 2.429e-01 2.458e-01 2.458e-01 2.458e-01
3.722e-01 3.359e-01 3.359e-01 3.256e-01 3.425e-01 3.843e-01 3.425e-01 3.853e-01 3.425e-01 3.853e-01 3.425e-01 3.526e-01 3.359e-01 3.722e-01 3.425e-01 3.256e-01 3.722e-01 3.359e-01 3.256e-01 3.722e-01 3.843e-01 3.359e-01 3.425e-01 3.843e-01
6.504e-01 6.314e-01 5.911e-01 5.527e-01 5.527e-01 6.504e-01 6.423e-01 6.314e-01 5.911e-01 6.476e-01 7.560e-01 5.911e-01 6.423e-01 6.423e-01 5.911e-01 5.911e-01 7.560e-01 7.560e-01 5.527e-01 7.596e-01 5.527e-01 5.911e-01 6.314e-01 5.911e-01
6.680e-01 7.061e-01 6.654e-01 6.455e-01 6.018e-01 6.455e-01 7.061e-01 6.455e-01 7.061e-01 6.684e-01 6.018e-01 7.061e-01 6.132e-01 6.132e-01 6.455e-01 6.345e-01 6.455e-01 6.132e-01 7.061e-01 6.654e-01 6.263e-01 6.868e-01 6.345e-01 6.263e-01
6.106e-01 5.328e-01 6.936e-01 5.328e-01 4.992e-01 4.992e-01 5.324e-01 5.328e-01 4.992e-01 6.936e-01 6.936e-01 6.246e-01 5.324e-01 4.992e-01 6.246e-01 5.324e-01 4.992e-01 6.106e-01 4.992e-01 6.679e-01 6.679e-01 4.992e-01 4.992e-01 5.328e-01
6.441e-01 8.200e-01 8.618e-01 8.078e-01 8.200e-01 5.889e-01 7.681e-01 5.889e-01 6.763e-01 8.518e-01 9.356e-01 7.583e-01 6.441e-01 5.889e-01 7.681e-01 5.867e-01 8.078e-01 8.518e-01 5.867e-01 8.618e-01 8.618e-01 5.867e-01 6.222e-01 6.441e-01
