7.229e-01 7.246e-01 7.251e-01 7.311e-01 7.327e-01 7.339e-01 7.636e-01 7.575e-01 8.369e-01 8.504e-01 8.744e-01 1.051e+00 1.144e+00 1.084e+00 1.270e+00
7.229e-01 7.246e-01 7.251e-01 7.311e-01 7.327e-01 7.349e-01 7.636e-01 7.713e-01 8.483e-01 8.523e-01 8.690e-01 1.037e+00 1.086e+00 1.148e+00 1.313e+00
7.229e-01 7.243e-01 7.251e-01 7.283e-01 7.327e-01 7.349e-01 7.777e-01 7.713e-01 8.369e-01 8.273e-01 8.690e-01 1.018e+00 1.100e+00 1.182e+00 1.271e+00
7.229e-01 7.243e-01 7.251e-01 7.311e-01 7.327e-01 7.349e-01 7.828e-01 7.713e-01 8.265e-01 8.218e-01 8.794e-01 9.978e-01 1.083e+00 1.148e+00 1.221e+00
7.229e-01 7.246e-01 7.237e-01 7.311e-01 7.327e-01 7.349e-01 7.636e-01 7.575e-01 8.364e-01 8.273e-01 8.958e-01 9.978e-01 1.082e+00 1.210e+00 1.313e+00
7.229e-01 7.243e-01 7.251e-01 7.283e-01 7.327e-01 7.356e-01 7.636e-01 7.874e-01 8.364e-01 8.273e-01 9.049e-01 1.051e+00 1.083e+00 1.210e+00 1.328e+00
7.229e-01 7.246e-01 7.251e-01 7.283e-01 7.342e-01 7.349e-01 7.636e-01 7.575e-01 8.359e-01 8.310e-01 8.958e-01 1.037e+00 1.086e+00 1.267e+00 1.286e+00
7.229e-01 7.246e-01 7.251e-01 7.311e-01 7.327e-01 7.349e-01 7.828e-01 7.575e-01 8.364e-01 8.310e-01 8.894e-01 1.037e+00 1.083e+00 1.148e+00 1.328e+00
7.229e-01 7.246e-01 7.251e-01 7.311e-01 7.342e-01 7.356e-01 7.777e-01 7.874e-01 8.359e-01 8.310e-01 8.958e-01 1.018e+00 1.086e+00 1.210e+00 1.344e+00
7.229e-01 7.246e-01 7.251e-01 7.311e-01 7.327e-01 7.349e-01 7.777e-01 7.713e-01 8.265e-01 8.273e-01 8.894e-01 1.039e+00 1.095e+00 1.182e+00 1.331e+00
7.229e-01 7.246e-01 7.251e-01 7.283e-01 7.327e-01 7.349e-01 7.777e-01 7.713e-01 8.369e-01 8.273e-01 8.958e-01 1.078e+00 1.082e+00 1.182e+00 1.453e+00
7.229e-01 7.246e-01 7.237e-01 7.283e-01 7.342e-01 7.349e-01 7.636e-01 7.575e-01 8.359e-01 8.326e-01 8.816e-01 1.018e+00 1.086e+00 1.158e+00 1.202e+00
7.229e-01 7.246e-01 7.251e-01 7.283e-01 7.327e-01 7.356e-01 7.636e-01 7.713e-01 8.364e-01 8.218e-01 8.690e-01 1.037e+00 1.060e+00 1.267e+00 1.270e+00
7.229e-01 7.243e-01 7.251e-01 7.283e-01 7.327e-01 7.339e-01 7.636e-01 7.874e-01 8.483e-01 8.218e-01 8.744e-01 1.037e+00 1.060e+00 1.210e+00 1.328e+00
7.229e-01 7.246e-01 7.251e-01 7.283e-01 7.342e-01 7.356e-01 7.828e-01 7.713e-01 8.369e-01 8.218e-01 8.958e-01 1.018e+00 1.083e+00 1.158e+00 1.286e+00
7.229e-01 7.243e-01 7.237e-01 7.311e-01 7.342e-01 7.349e-01 7.636e-01 7.575e-01 8.483e-01 8.504e-01 8.794e-01 1.018e+00 1.087e+00 1.267e+00 1.277e+00
7.229e-01 7.246e-01 7.251e-01 7.311e-01 7.342e-01 7.356e-01 7.777e-01 7.575e-01 8.364e-01 8.326e-01 8.744e-01 1.078e+00 1.083e+00 1.210e+00 1.221e+00
7.229e-01 7.246e-01 7.251e-01 7.283e-01 7.327e-01 7.356e-01 7.777e-01 7.575e-01 8.369e-01 8.273e-01 8.690e-01 1.078e+00 1.060e+00 1.084e+00 1.331e+00
7.229e-01 7.246e-01 7.237e-01 7.311e-01 7.327e-01 7.349e-01 7.636e-01 7.713e-01 8.369e-01 8.218e-01 8.794e-01 9.978e-01 1.086e+00 1.210e+00 1.277e+00
7.229e-01 7.243e-01 7.251e-01 7.283e-01 7.342e-01 7.356e-01 7.777e-01 7.713e-01 8.369e-01 8.273e-01 8.744e-01 1.061e+00 1.100e+00 1.131e+00 1.271e+00
7.229e-01 7.243e-01 7.237e-01 7.283e-01 7.327e-01 7.356e-01 7.777e-01 7.713e-01 8.369e-01 8.273e-01 9.049e-01 9.978e-01 1.072e+00 1.131e+00 1.271e+00
7.229e-01 7.243e-01 7.251e-01 7.283e-01 7.342e-01 7.356e-01 7.636e-01 7.874e-01 8.369e-01 8.326e-01 8.690e-01 1.018e+00 1.068e+00 1.210e+00 1.277e+00
7.229e-01 7.243e-01 7.237e-01 7.283e-01 7.327e-01 7.339e-01 7.636e-01 7.713e-01 8.364e-01 8.326e-01 8.958e-01 1.037e+00 1.087e+00 1.210e+00 1.401e+00
7.229e-01 7.246e-01 7.251e-01 7.283e-01 7.327e-01 7.349e-01 7.828e-01 7.575e-01 8.369e-01 8.326e-01 9.049e-01 1.018e+00 1.072e+00 1.148e+00 1.270e+00
