"2010" "2020" "2030" "2040" "2050" "2060" "2070" "2080" "2090" "2100" "2110" "2120" "2130" "2140" "2150" "2160" "2170" "2180" "2190" "2200"
1.50102212144072 11.9734968347396 32.1242651262192 56.7559290471706 84.3086683099309 116.420815871741 148.189245950031 179.008001776647 206.311952449856 232.297072585335 261.00756759278 281.164840050362 309.538414270511 332.448573711789 350.574780939366 371.64937042764 389.823867447384 409.321058627031 428.638069024339 445.873717377173
2.01937019390232 12.6345521205908 33.3712945864994 58.405949422988 86.4783422850569 118.744792877248 151.41594829716 182.821314632274 210.100698197031 237.929005858333 265.595698811228 285.470074557814 314.441706433474 338.395809213886 357.097781931528 379.027544753316 398.348205120622 416.358639976992 436.298453424006 454.828312007359
2.48882299666395 13.5105912782718 34.5064104740944 60.1134268984961 88.7473983583054 122.346585147976 155.062846137277 186.760185090818 214.478390506669 242.191319814676 268.913043961159 289.649447940681 320.624374923197 343.697856297516 362.860873934836 386.100719025849 405.913461653116 423.69271020481 445.160708621971 462.826865540271
2.97275842290016 14.4033135762822 35.7518958351158 61.7578824644332 91.1283812228471 125.298530625216 158.871591021161 190.521331042401 218.845702424536 246.938527965089 272.9201101773 294.664047844276 325.56450106895 349.163203130821 369.400162257836 392.901995072259 412.687269292934 431.244477804665 452.908634825063 471.664309109935
3.4833193261987 15.2152064741649 36.9017043514829 63.4452697789126 93.5504717413902 127.915651440994 161.820782327942 194.148431323133 223.305575825669 251.519387936846 277.266824721731 298.748862453792 330.698923698649 354.454714538977 375.640639888766 399.893789708378 420.007610566124 439.341246958729 460.215175678849 478.787675910233
3.96502144861358 16.0129673383522 37.9698138587201 64.9748913231278 95.5319693734216 130.424179777381 164.693900610062 198.037031508598 227.556766040828 256.047342542111 281.35845990441 304.37916010959 335.061101222157 361.218548811826 382.137110803082 407.582105480993 428.515370864797 446.721697108298 467.601964957167 486.234616866912
4.4892754409462 16.6937312805009 39.0109491331829 66.6884252376783 97.8721698755431 132.802493502298 168.372565116118 201.621758068112 231.606138166365 260.287031804498 285.92797356818 309.589645325418 339.572891269552 366.697943853827 388.425273215914 413.872712773774 435.263506637515 454.758009423066 475.193537011849 494.267107157754
4.93367222298274 17.4063768101875 40.2216735098833 68.0593309237408 100.118718701904 135.743125784961 171.300305798998 205.394720255877 235.726975043389 264.352549570527 290.008692825626 314.296965679834 344.319588842837 372.016032120811 393.953417172659 418.82797293354 441.804652434057 462.102306967547 482.236967603037 502.622617444233
5.43953821818077 18.1243868754037 41.3610679466984 69.6513246232645 102.307510814942 139.304546541858 173.96134182586 208.759413697945 239.743326314697 269.325854251823 294.561689399496 318.633122936291 349.499170542285 377.217791228344 400.576548988805 425.93251398422 448.163741949771 469.402537195325 491.612462252084 511.728555081514
5.8893978561759 18.9494615450843 42.6224411767075 71.1951945198563 104.265758000147 141.583515988881 176.71390066668 211.75004581004 243.500255709563 274.61355133717 298.629348423395 322.791417424336 354.061882334697 381.847872393635 405.614021350015 432.775152063672 455.209053838044 476.210695820664 499.235236246603 519.224413396152
6.41561716944847 19.7605438324817 43.5447733324586 72.696883733816 105.889479938084 143.924300506207 179.963003736201 214.835417483576 247.192340926926 279.031130674236 302.886099882798 328.006399786115 358.968246093648 387.70490813503 410.62255373409 437.942354642692 461.480812997461 484.208858443654 505.698561031317 528.352406550249
6.86656755441158 20.4481292692795 44.7004530974914 74.2423811032828 107.927325050485 146.289650081326 182.66025617715 217.676785741682 250.823561173194 283.171149662421 306.421779956474 332.253834194638 364.236864818551 392.310411106711 416.298967455387 443.324382595105 468.018713999555 491.576141697798 515.379357141312 536.41567945051
7.34464847222544 21.3130104639332 45.6296905411575 75.8283535192832 110.115207317424 148.655502223595 185.133505886154 221.418604203527 255.074331470625 286.763559991206 309.812940992109 337.124341775516 369.017274282223 396.911395624303 421.370939453448 449.746853066072 473.821289987991 496.664729314604 522.178108236717 543.938469764532
7.78631845842073 22.0002614048246 46.71494989638 77.0895148843602 112.11288112949 151.045090598782 187.731312363273 224.774603321195 258.082605663023 290.645427898987 313.247071096819 341.775651236994 374.080423807665 402.185923433359 427.072703545696 456.375275550381 480.682245790163 503.499177500284 528.95922939598 551.60877619279
8.16280958008486 22.8230547524347 47.888473887222 78.8510374071996 114.014689432362 153.403546172163 190.699478284311 227.934060910953 261.555509233802 295.005863159174 316.910442280239 345.933687725426 379.05522603145 407.38227249498 433.60211888616 462.819463717809 487.997166674535 511.118073359614 536.888494974402 559.624374298914
8.5919392689222 23.5024804779164 48.9470534710422 80.305109372524 115.891290395717 155.860849770035 193.266323879662 231.470672349432 265.983601467603 299.965296733965 320.09155688372 349.769357342848 383.343852030138 412.925455003606 438.983462008101 468.734635574708 495.018666451059 519.341045799076 544.353363614475 567.066382183229
9.06253921625772 24.1564280625692 50.0095332139535 81.5329731032786 117.66467158353 158.107265196484 196.386866406567 234.853025542413 269.384533871129 304.337405566631 324.361581621932 354.609856385879 388.340143243301 417.798175883935 444.866220255337 475.934856954287 501.892091073434 527.082452011465 552.07041415928 575.215316924058
9.46850140664463 24.9791036950767 51.0929989532168 82.9739966364226 119.651788376847 160.122451571286 199.490281476156 238.057359197551 273.780478140243 308.615662662036 327.907482844592 359.249471651991 393.684590456541 422.696544826131 451.356544161852 482.455214988105 509.469922458295 534.554254292691 559.328089402818 583.771644697171
9.90802261774873 25.6851177613305 52.1426632938617 84.1170156021992 121.430959679326 162.367524267691 202.289667472777 241.192109071225 277.753380865826 312.464144932426 331.910017914739 363.943317645604 399.354132740691 429.520264600955 457.22556089371 489.443774378836 516.683698767285 541.873220469115 567.470972121387 590.917212265217
10.3613752925127 26.4015874606652 53.1997177110898 85.5170504519182 123.200906938974 164.782061660487 205.401839170078 244.736251458412 281.437883037712 316.45636862226 335.901085724065 367.769543762437 403.832855574604 435.370447794473 464.266777059329 497.0263069964 523.664235117485 548.208471889625 574.744109200115 600.1691344158
10.9155570661379 27.2224507541035 54.3286681464655 86.9407289463401 125.184274920678 167.223783065973 208.244504494112 247.690906325535 285.010139047534 320.973507675457 340.307296502819 372.548104429996 408.837256134608 440.229207867502 470.23336781171 503.198558400099 531.032414877394 556.4494041509 585.149098007709 609.803270472317
11.4618212514957 27.8518531942865 55.350430084441 88.3777744244193 126.893338928583 169.952071040718 210.627648959385 250.639222773525 288.388870725638 325.272977002534 344.16200826933 377.483725035761 413.466412233986 446.166062281564 475.168115853166 509.672256472204 538.164437072515 564.079962847055 593.832743675094 620.143706706598
11.9861743234036 28.5836554858355 56.405679270438 89.7753221558556 128.861700767623 172.529075700423 213.374959556565 253.942913283139 292.466878028097 329.458164339709 348.784301891494 382.926008942232 418.582183847082 451.241891049569 481.396044454552 516.6915627628 546.16049465999 573.421269504964 602.484544944226 628.909844373002
12.4616023139261 29.3152222913118 57.3990259377812 91.0187685306682 130.601238693793 174.559587496439 216.142625326815 257.184794215994 296.105143917089 333.728662815342 353.424049472436 387.751681719879 424.129726010381 456.727096466065 488.419866841464 523.329298634924 554.116878381524 581.712490958064 610.155178947262 636.820442699337
13.0337890747102 30.1708102566757 58.2548280618895 92.1759696858156 132.333223913107 176.683223134071 219.12941522527 260.640893650329 299.798675144576 339.206526237307 357.778910310855 392.660902431689 429.576775747647 463.076828748267 494.767310936764 530.478297349282 562.835373922389 589.845618347626 618.028983166754 646.376472786853
13.4989343118639 30.9298072129894 59.248070768794 93.5894138342292 133.929305893704 179.54453380783 221.929548364436 263.641103649708 303.23683189661 343.268582615295 361.904640078912 397.72577479206 434.290885374378 467.926883721405 500.921963032139 537.847013749645 570.631419626565 598.069914045336 626.567835399109 656.099504617972
13.8900224683933 31.6397441387366 60.3090351752957 95.1649570759046 135.902220773731 181.936732866025 224.573870967784 266.565481635385 307.036264698633 347.334867668549 366.922253704716 402.5621381272 440.463724713362 474.768856868109 508.098922945299 546.058821417729 578.737412494166 607.042846958767 635.826289460865 665.945425136863
14.3818490311784 32.3407447003819 61.2994713718557 96.4461358448307 137.910809611334 184.169615681288 227.647269716256 269.906225051644 311.877289198652 351.427627875573 370.742382985684 408.140114561364 446.388208839136 481.345348919325 514.07666258806 554.114488935098 586.666472285762 615.313601727042 645.343636321893 674.913436115895
14.8090931071432 33.0630782395285 62.6024921748559 97.8270133941598 139.739317325384 186.701435402642 229.788052690603 273.184614742788 315.424188867058 355.772939613713 375.197098699415 413.891307567433 452.063797742587 488.319392861453 522.291859631404 561.717745428842 593.591323286948 623.162244611044 655.409799649902 683.24408682573
15.2889287685912 33.8283352926273 63.7207527711349 99.2155396202715 141.491324118327 189.031468331844 232.475940175865 276.824990099232 319.115167756697 360.583435130716 380.118360889073 419.317316076078 458.280490660493 494.192146485383 529.990150359815 568.635183497902 601.960208468134 630.6710091727 664.423364266597 692.635434431961
15.7165533675041 34.7318235769743 64.8160262815117 100.844841817421 143.449445855768 191.184159134239 235.238637678366 279.924060460274 322.964167501552 366.077407369891 384.730125987878 425.34159955406 463.901855456884 501.073240229073 537.852656520109 577.592121164553 610.839689955895 642.107864734362 674.236825819629 702.859083956411
16.1610408977435 35.5018574352266 65.8930822231411 102.459684367792 145.402043744269 193.019168966682 238.224445926721 283.444022958901 326.961423167236 370.53229230452 390.286694254167 430.561033605584 470.369233847856 507.142145337704 544.542681124379 585.184440017017 619.322904548865 651.549295619018 683.511623215093 711.896359969549
16.6594243772211 36.1768879235002 66.9098733390686 104.025488603302 147.40884510923 194.822697752596 241.17030851286 287.64104689995 331.803471161589 374.928465207635 395.627331565257 436.110500108984 476.80192937576 513.870066748449 551.028165383662 592.619962169096 627.719572983845 661.117024566378 694.849695978869 722.520427271544
17.1282112230726 37.209191346636 67.913174605764 105.400995628758 149.41309023929 197.456043560305 244.45946482154 291.204028790337 336.379484430715 379.240261886651 400.166508864245 442.322150211437 482.564986624675 520.263347119115 557.995322716299 600.299355443049 637.234830967114 669.840980692975 702.830232334527 734.107858235259
17.5671724726484 38.014379142871 68.9361681114341 106.94769824105 150.989208300971 199.626846758543 247.491714932076 294.8836476156 341.294582167162 384.153390844151 405.123374400465 447.73873276015 488.73064724477 527.325950921866 565.036912411961 608.00559709931 644.876454460577 677.963077537379 711.308193094681 744.521211705322
18.1501083328333 38.8059541156656 70.0876965841688 108.159004478462 153.093063978824 201.997604219966 250.240267802735 298.135178375652 345.434175870694 389.608387736115 410.003041692062 453.457693654252 496.560100003778 536.033321699052 572.618408259427 614.127184813556 652.455215775787 686.295860955029 721.600601081577 753.949023244582
18.7929978421444 39.6864753379938 71.24114106927 109.744059027511 154.919066237174 204.32655349694 253.063977464796 302.142882060217 349.596871685181 395.950397482004 415.579904162909 459.874411384885 503.971037575822 543.407066194617 581.659180299048 621.998145748734 659.979018098444 695.634984114876 731.732493524831 762.551861870767
19.3150178371421 40.4736170235044 72.486820134549 111.130134143257 156.575648848641 207.182134483072 256.343182829999 305.725383132428 353.646311042741 402.335724957962 420.579520649354 466.315326036179 511.34477722226 550.811527402054 590.634460509468 631.90182115591 669.349605490083 704.41213250938 740.541498237416 772.85745193237
19.7726884927354 41.1963347519984 73.8487602413363 112.673467408369 158.543526905246 209.790676113251 259.13078427201 309.074543689419 359.187326988649 407.471371660432 426.300330299157 471.610174059161 518.407406725552 559.247168547093 598.777037462854 641.60279370145 678.202448203924 714.168604220488 750.099427600767 784.293399400452
20.303722722639 42.2625251063298 75.019781473193 114.136424567666 160.705769085019 212.748130437577 262.187917612156 312.931107663148 363.725656465196 412.374836608214 432.846448548542 479.116626155277 525.918143086648 567.008714135884 607.576166124892 650.64108356899 686.545996073215 722.883298834332 759.136755138018 793.023012604655
20.8311363870955 43.0933726285392 76.1896922764934 115.756803683717 162.917113469544 215.434711709777 265.141321614253 316.871614145424 368.127634206761 418.183826403711 439.165918806189 485.460602876869 532.83674374657 573.788587995207 614.328924374368 658.965528443527 696.438650587842 731.268772554331 767.931952312404 802.821253299661
21.4214508920779 43.8964855467031 77.2677612388729 117.341102783962 165.049216423112 217.889717004671 268.186574923325 320.949979183344 372.985603779715 422.798655939001 445.252648970046 492.006178870204 540.004776858105 581.321354480779 621.659658678145 666.07573786245 705.613742380628 739.312822943003 777.013721323646 812.580491227054
21.9744996783936 45.0041151330336 78.6657461804347 118.841340293128 167.501373717273 220.505857607533 271.25175693473 324.763665065873 377.537856007863 428.361143984428 451.709335256926 499.367338908394 546.860418781755 588.929477940887 629.309863391331 674.142424709262 713.145990687709 748.841925347225 787.064113703571 823.225373573189
22.6287783956371 45.8641383388426 79.6897763995949 120.42338954445 169.627329874602 223.209488139424 274.601049501985 328.485151471674 382.442230153414 434.102367783099 458.163834782006 506.50571626852 553.988588063204 596.583342819107 637.432318785093 682.345923684225 720.874959722779 758.386260848203 796.30315064415 833.102545239876
23.2004583983302 46.7450207173415 81.1461521471209 122.512565042009 171.641140807843 226.308568709425 278.559826631374 332.988667204478 388.094709726372 439.332449935153 464.677811886831 514.896383792998 561.934711070237 604.070704274306 645.894587121874 690.925874706453 731.393987401241 767.932074135443 806.183088823369 842.908191084807
23.8221339172408 47.7279766103921 82.5027926178281 124.054825304234 173.602165891973 229.18831021524 282.206849372006 336.810429412695 392.937442548485 445.690808994436 471.291894249046 522.962978895584 569.48131691899 613.618355071146 654.030348286932 699.797463673617 740.735863084429 778.241540388415 817.214877908966 854.754668617929
24.3746406460365 48.7934439555237 83.8001515202575 125.568887691086 175.711243795721 232.211240093866 285.8301826477 341.556779916344 397.737650220763 451.963501039765 479.192672681424 530.126847664703 577.47501365394 622.343223404246 663.392187622724 709.993559664796 750.947630744955 789.7240388375 827.823552728375 864.029709542503
24.9369916403648 49.8350820917483 84.9692893440266 126.865439743211 178.329323377733 235.228073850186 289.692653061064 346.790003589844 402.210682886349 458.087404637282 486.824971502033 537.217988171277 587.039975238819 632.625569429258 673.353927630112 719.976816509085 761.484956228268 799.50981605885 839.239103860936 876.437352772755
25.7092405881812 50.8646593633312 86.2650438780527 128.224117805381 180.442522579693 238.071536046572 293.813546746108 350.731260794527 407.870127290525 465.594452372204 494.048773500963 544.892467122418 596.096622641147 640.860900840384 683.982951433476 729.733731791722 771.255179191157 810.342181299349 852.233276350936 889.845909188698
26.3238054790016 51.9621647471466 87.6375486956441 129.823185726083 182.596010560918 241.345984032722 297.621960609461 355.226391569092 414.232393831392 472.208752758297 501.865934865857 554.444501215854 605.354770203133 650.801108772844 692.833936564291 740.367943283408 781.421439975076 822.311012602598 862.904014736207 901.798824386435
26.9190794393202 53.0683541912867 89.1666874352634 131.426358536167 184.801682500307 244.209586393595 301.127815150021 360.882040285769 421.099924183275 480.845809519949 510.874988496239 564.30496792256 614.737074615838 662.67486569443 703.844509281278 749.715914829236 793.26788001175 833.955151399492 874.281897976875 913.044363612829
27.5819561624341 54.1689269255457 90.621224918182 133.46402288627 187.482414882993 247.686272490253 306.080236024812 365.233318290778 427.680176251948 487.412742845101 520.709177978786 572.1355103819 625.841854389237 670.431966093162 714.576763587438 760.506491494259 805.023546221191 843.57445332485 885.302987540348 925.38332659985
28.2546327336461 55.1833440875665 92.1295923425746 135.449411919177 189.868418887368 250.83438657634 309.12873087647 371.245866731116 433.665545744221 494.48783424219 528.616329514021 580.7491202743 635.393345940274 681.657840532303 725.717668089282 773.31409282783 815.251361932072 853.533656269788 898.459363441579 938.134935998005
28.9343023148952 56.3772837978258 93.6760433337268 137.347544002797 192.668197620473 254.247346365869 313.655762396785 376.628724174697 440.951449208334 502.543125011245 536.721602353109 590.974301595071 644.474086479004 692.10431480846 736.069815781783 785.844006379018 827.859662817185 867.107638079752 911.801464744259 953.185958620655
29.6042361195632 57.6006466608071 95.059139595109 139.304705738064 195.668901665049 258.326420826456 318.447120891562 382.735575339178 447.906656283017 511.60895042966 545.236519566974 600.425601691873 655.447995996648 703.013426528219 746.954760698141 797.373043468429 840.347305111374 881.261940393911 924.611877576168 967.397643337916
30.231042835103 59.0516012970693 96.7399769123252 141.365632069931 198.265993430653 262.442106991767 323.110414086038 388.436706806529 455.956150991024 520.192302019586 554.586970823094 609.245065830367 664.24429118207 715.10025290129 758.918260200351 807.569048768118 853.339243290306 895.348638031419 938.602070307847 982.615964026317
31.1430354848634 60.4760907627601 98.2705396030662 143.41333477612 201.272577540084 265.552634304255 327.865482408163 394.677033062946 463.660108186755 528.743746289737 565.958323255209 622.507393552629 678.42187519051 724.527635374517 769.714520647208 820.962459203215 868.250431494883 910.405718255274 954.675369279162 998.606060598455
31.8721384488267 61.5157072631519 100.023536617672 145.668665262732 204.390517095482 269.537655282123 333.36235637925 400.87120927981 470.928151854643 537.459499135038 575.98690237557 633.007198660208 688.037644807524 736.927349622477 782.083819197361 832.768217931874 880.743869725092 924.113590494649 969.588445551709 1013.61757742789
32.7277560089841 62.9509885718572 101.866254398397 147.918680863197 207.55409294331 274.048621368869 339.708796169933 407.23545765891 478.249600416804 546.092366585375 585.877153640013 643.32350659225 699.667888977987 748.257592457762 796.343498569691 847.678007268239 896.296071945304 939.830668287454 986.781561312316 1031.42788922481
33.5442039548649 64.3024390889291 103.867288921872 150.14746997487 211.008509763918 278.622976896369 345.413844673055 414.573656460845 485.759373345162 555.414171339141 595.836999244858 657.589533324923 713.423139316523 760.184966277816 809.200753616598 862.255133990262 908.865469253072 952.853440762855 1003.03535270557 1049.96676666614
34.405132382114 65.8906997881035 105.802290179129 152.701552303941 214.697717378181 283.942169277136 351.199751526 422.311930546011 495.574838107303 567.262863977995 608.309019913977 669.85194392041 724.024823538959 772.72181349675 822.043072270304 876.935155429385 923.251082029699 971.224895297008 1019.42971680985 1069.9316758794
35.4654772092605 67.3331264929529 107.951001024923 155.839120670476 218.037554985971 288.747217059644 357.322888512598 430.536348050312 505.858272572026 578.795610577794 618.247874468043 682.693943155558 736.964555922643 785.085258667425 835.490163895878 891.785545055102 941.536753511143 988.158739801058 1040.16975690128 1087.02820244143
36.3908378493612 69.0176665820642 110.048086564448 158.557975611686 221.815024744497 293.30785869936 363.083473452617 438.702442997551 517.286282627144 589.983407270955 629.758045418241 695.87110709355 749.343664221816 800.903068683786 852.54854323766 909.396210748913 959.873569519525 1007.57316355948 1059.14596103617 1109.87996054891
37.6814793182408 70.7410337312653 112.096789490124 161.726116577794 225.841175474341 298.942840048027 370.018714361167 447.649838014555 527.241168329357 602.071348182942 640.067128335955 707.424869223221 765.404362946686 817.283384618526 872.999251305607 928.706652096254 977.915690923975 1026.80333222892 1080.20418474749 1130.56615219906
39.018697826397 72.8661320586918 114.876541586181 164.6141830959 230.313723353925 304.735500372064 377.535110750436 455.668545889195 537.968139045111 613.900165162893 653.536103505757 723.187354435727 783.328500138131 835.45488994598 891.599939916731 951.221542343624 998.608018475039 1049.51739196791 1103.847209592 1155.04388020917
40.5464840812978 74.8962748446122 117.858475010077 168.510986130912 236.043391294682 310.920718586051 385.268358362199 465.350791448923 549.176706847444 627.441247475581 668.098933597962 739.721821759638 800.991139008051 857.12653242948 911.507215221025 968.57805306803 1022.63613074948 1071.52930993271 1130.18122873944 1185.1541569564
41.8775900558735 77.2006948195516 120.576830771619 172.29152604813 241.412459234629 320.473534778072 396.191334429334 478.696653045349 563.14393425292 643.930884279324 687.370238439783 754.817827911851 819.311629261901 874.693407397405 930.828595353272 991.429632082644 1047.49446996581 1103.08575250405 1156.50414516795 1219.97870892732
